client_id,referrer_code,city,postal_code,latitude,longitude,initial_visit_date,month,year,product_count
112,Referrer_0,Brampton,L6P1M2,43.773423,-79.674178,08/09/2013,9,2013,1
153,Referrer_0,Brampton,L6R0M9,43.762006,-79.764236,30/07/2013,7,2013,1
155,Referrer_0,Brampton,L6P3L3,43.787993,-79.667893,12/05/2013,5,2013,1
154,Referrer_0,Brampton,L6P3L3,43.787993,-79.667893,12/04/2013,4,2013,1
307,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,15/10/2013,10,2013,1
303,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,30/05/2013,5,2013,1
306,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,12/05/2013,5,2013,4
302,Referrer_1,Brampton,L6P1M4,43.774147,-79.6726,08/01/2013,1,2013,1
62,Referrer_10,Brampton,L6R2G9,43.732594,-79.759251,21/12/2013,12,2013,1
279,Referrer_10,Brampton,L6R3H7,43.767543,-79.745384,21/12/2013,12,2013,2
275,Referrer_12,Brampton,L6P1T4,43.782306,-79.659199,19/09/2013,9,2013,2
276,Referrer_12,Brampton,L6P1T4,43.782306,-79.659199,19/09/2013,9,2013,2
37,Referrer_13,Brampton,L6P2L4,43.780033,-79.69885,24/12/2013,12,2013,1
38,Referrer_13,Brampton,L6P2L4,43.780033,-79.69885,24/12/2013,12,2013,1
120,Referrer_15,Brampton,L6P2S3,43.768218,-79.664535,21/12/2013,12,2013,1
121,Referrer_15,Brampton,L6P2S3,43.768218,-79.664535,21/12/2013,12,2013,1
118,Referrer_17,Brampton,L6P1K9,43.809915,-79.715106,05/10/2013,10,2013,1
119,Referrer_17,Brampton,L6P1K9,43.809915,-79.715106,05/10/2013,10,2013,2
231,Referrer_2,Brampton,L6P1N4,43.778188,-79.658982,18/07/2013,7,2013,2
232,Referrer_2,Brampton,L6P1N4,43.778188,-79.658982,18/07/2013,7,2013,2
187,Referrer_2,Brampton,L6P3J9,43.788855,-79.66281,16/06/2013,6,2013,1
188,Referrer_2,Brampton,L6P3J9,43.788855,-79.66281,13/06/2013,6,2013,1
253,Referrer_21,Brampton,L6P3P4,43.795028,-79.669511,09/09/2013,9,2013,1
252,Referrer_21,Brampton,L6P3P4,43.795028,-79.669511,26/08/2013,8,2013,1
346,Referrer_27,Brampton,L6X4T7,43.686248,-79.799847,06/05/2013,5,2013,2
197,Referrer_28,Brampton,L6P1R7,43.77199,-79.672533,21/12/2013,12,2013,0
14,Referrer_3,Brampton,L6P1G9,43.775968,-79.664363,14/03/2013,3,2013,2
105,Referrer_3,Brampton,L6P1P1,43.783455,-79.663173,13/03/2013,3,2013,1
282,Referrer_32,Brampton,L6S3S8,43.744057,-79.740473,18/11/2013,11,2013,1
299,Referrer_35,Brampton,L6R3E7,43.765034,-79.755984,19/12/2013,12,2013,1
266,Referrer_4,Brampton,L6P3V4,43.793355,-79.672432,24/05/2013,5,2013,1
272,Referrer_4,Brampton,L6P2R4,43.767031,-79.666754,16/05/2013,5,2013,1
263,Referrer_4,Brampton,L6P3V4,43.793355,-79.672432,26/04/2013,4,2013,1
265,Referrer_4,Brampton,L6P3V4,43.793355,-79.672432,26/04/2013,4,2013,2
262,Referrer_4,Brampton,L6R1W1,43.749326,-79.747113,19/04/2013,4,2013,1
295,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,21/12/2013,12,2013,1
294,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,10/12/2013,12,2013,1
296,Referrer_5,Brampton,L6P3J6,43.784366,-79.673008,10/12/2013,12,2013,1
293,Referrer_5,Brampton,L6P2S1,43.770089,-79.664764,06/03/2013,3,2013,1
319,Referrer_6,Brampton,L6T3X5,43.72182,-79.713272,20/12/2013,12,2013,1
318,Referrer_6,Brampton,L6T3X5,43.72182,-79.713272,11/11/2013,11,2013,2
30,Referrer_6,Brampton,L6P1N9,43.774495,-79.676838,22/05/2013,5,2013,2
189,Referrer_7,Brampton,L6P3A2,43.787885,-79.680554,19/07/2013,7,2013,2
254,Referrer_8,Brampton,L6P2V9,43.771381,-79.674884,30/12/2013,12,2013,2
268,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,05/02/2013,2,2013,2
269,Referrer_8,Brampton,L6R0R3,43.776257,-79.676422,05/02/2013,2,2013,2
300,Referrer_9,Brampton,L6P1H5,43.774088,-79.662598,22/11/2013,11,2013,1
162,Referrer_9,Brampton,L6P1S2,43.772667,-79.666095,07/08/2013,8,2013,2
136,REHAB CLINIC,Brampton,L6P1M3,43.774104,-79.672511,18/10/2013,10,2013,1
115,REHAB CLINIC,Brampton,L6P1M2,43.773423,-79.674178,02/07/2013,7,2013,1
165,REHAB CLINIC,Brampton,L6W4M2,43.672381,-79.722292,16/05/2013,5,2013,1
167,REHAB CLINIC,Brampton,L6W4M2,43.672381,-79.722292,16/05/2013,5,2013,1
164,REHAB CLINIC,Brampton,L6W4M2,43.672381,-79.722292,27/04/2013,4,2013,0
166,REHAB CLINIC,Brampton,L6W4M2,43.672381,-79.722292,27/04/2013,4,2013,1
61,WALK-IN,Brampton,L6R2G9,43.732594,-79.759251,31/12/2013,12,2013,2
9,WALK-IN,Brampton,L6P1G9,43.775968,-79.664363,07/12/2013,12,2013,0
107,WALK-IN,Brampton,L6Z1S3,43.72354,-79.804171,15/11/2013,11,2013,1
111,WALK-IN,Brampton,L6P1M2,43.773423,-79.674178,10/11/2013,11,2013,1
45,WALK-IN,Brampton,L6P2S2,43.768042,-79.664416,30/09/2013,9,2013,1
50,WALK-IN,Brampton,L6P0K9,43.777459,-79.708004,10/09/2013,9,2013,1
66,WALK-IN,Brampton,L6P0J6,43.791156,-79.712192,26/08/2013,8,2013,1
42,WALK-IN,Brampton,L6P0Z4,43.78338,-79.670814,07/08/2013,8,2013,0
43,WALK-IN,Brampton,L6P0Z4,43.78338,-79.670814,07/08/2013,8,2013,1
82,WALK-IN,Brampton,L6R2V9,43.750075,-79.772165,25/06/2013,6,2013,2
83,WALK-IN,Brampton,L6R2V9,43.750075,-79.772165,25/06/2013,6,2013,2
186,WALK-IN,Brampton,L6P2T4,43.768827,-79.68041,24/04/2013,4,2013,1
65,WALK-IN,Brampton,L6P0J6,43.791156,-79.712192,04/04/2013,4,2013,1
96,WALK-IN,Brampton,L6P3H5,43.788534,-79.678605,28/03/2013,3,2013,1
195,WALK-IN,Brampton,L6P1H1,43.774381,-79.663601,24/01/2013,1,2013,1
76,WALK-IN,Brampton,L6P2H1,43.77578,-79.677308,17/01/2013,1,2013,1
128,Referrer_2,Caledon,L7C3T2,43.744068,-79.81697,04/09/2013,9,2013,1
245,OTHER CLIENTS,Etobicoke,M9W6X3,43.720495,-79.616271,24/12/2013,12,2013,1
238,OTHER CLIENTS,Etobicoke,M9W6T3,43.733134,-79.614822,20/12/2013,12,2013,1
244,OTHER CLIENTS,Etobicoke,M9W6X4,43.72305,-79.6169,13/12/2013,12,2013,1
239,OTHER CLIENTS,Etobicoke,M9W6T3,43.733134,-79.614822,13/09/2013,9,2013,1
240,OTHER CLIENTS,Etobicoke,M9W6T3,43.733134,-79.614822,13/09/2013,9,2013,1
7,OTHER CLIENTS,Etobicoke,M9V4T4,43.758575,-79.594726,12/07/2013,7,2013,1
163,REHAB CLINIC,Etobicoke,M9V4P3,43.734905,-79.596271,12/07/2013,7,2013,1
171,REHAB CLINIC,Hamilton,L8L4C5,43.265985,-79.84229,13/04/2013,4,2013,3
131,LOYAL CLIENT,Mississauga,L4T1W8,43.718656,-79.642868,22/11/2013,11,2013,1
221,LOYAL CLIENT,Mississauga,L5C2G5,43.559868,-79.661236,01/11/2013,11,2013,2
132,LOYAL CLIENT,Mississauga,L4T1W8,43.718656,-79.642868,12/09/2013,9,2013,1
247,LOYAL CLIENT,Mississauga,L4Z4H1,43.607312,-79.641541,12/09/2013,9,2013,2
222,LOYAL CLIENT,Mississauga,L5C2G5,43.559868,-79.661236,26/07/2013,7,2013,2
233,Referrer_2,Mississauga,L5B4B4,43.576734,-79.619995,10/08/2013,8,2013,2
283,Referrer_29,Mississauga,L5E1Y5,43.580127,-79.571833,21/12/2013,12,2013,1
192,Referrer_7,Mississauga,L5N6V6,43.577033,-79.781483,14/11/2013,11,2013,1
190,Referrer_7,Mississauga,L5N6V6,43.577033,-79.781483,10/10/2013,10,2013,2
234,Referrer_9,Mississauga,L5B4B4,43.576734,-79.619995,05/09/2013,9,2013,2
334,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,30/08/2013,8,2013,1
335,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,30/08/2013,8,2013,1
332,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,25/07/2013,7,2013,2
333,REHAB CLINIC,Mississauga,L5R3B9,43.602169,-79.678319,25/07/2013,7,2013,1
106,WALK-IN,Mississauga,L5M4B9,43.554597,-79.700481,18/11/2013,11,2013,3
116,WALK-IN,Mississauga,L5N7A5,43.564961,-79.772623,29/10/2013,10,2013,1
56,WALK-IN,Mississauga,L5M7K4,43.53917,-79.721186,05/09/2013,9,2013,2
55,WALK-IN,Mississauga,L5M7K4,43.53917,-79.721186,07/02/2013,2,2013,1
143,LOYAL CLIENT,North York,M3L1S9,43.735848,-79.509733,06/10/2013,10,2013,1
144,OTHER CLIENTS,North York,M3L1S9,43.735848,-79.509733,21/09/2013,9,2013,1
236,OTHER CLIENTS,North York,M9M1T7,43.740356,-79.54352,16/05/2013,5,2013,2
237,OTHER CLIENTS,North York,M9M1T7,43.740356,-79.54352,16/05/2013,5,2013,1
235,OTHER CLIENTS,North York,M9M1T7,43.740356,-79.54352,27/04/2013,4,2013,0
139,LOYAL CLIENT,Shelburne,L0N1S8,44.090288,-80.129839,01/03/2013,3,2013,1
141,OTHER CLIENTS,Shelburne,L0N1S8,44.090288,-80.129839,10/11/2013,11,2013,2
140,OTHER CLIENTS,Shelburne,L0N1S8,44.090288,-80.129839,15/03/2013,3,2013,1
316,OTHER CLIENTS,Thornhill,L4J6E8,43.79447,-79.465262,16/05/2013,5,2013,1
317,OTHER CLIENTS,Thornhill,L4J6E8,43.79447,-79.465262,06/03/2013,3,2013,1
242,OTHER CLIENTS,Woodbridge,L4L3K3,43.779318,-79.576699,23/08/2013,8,2013,1
243,OTHER CLIENTS,Woodbridge,L4L3K3,43.779318,-79.576699,23/08/2013,8,2013,1
47,WALK-IN,Woodbridge,L4H2X1,43.83354,-79.566566,26/10/2013,10,2013,1
46,WALK-IN,Woodbridge,L4H2X1,43.83354,-79.566566,21/03/2013,3,2013,1
47,WALK-IN,Woodbridge,L4H2X1,43.83354,-79.566566,21/03/2013,3,2013,1
